,FaceBlendShape.Timecode,FaceBlendShape.BlendShapeCount,FaceBlendShape.EyeBlinkLeft,FaceBlendShape.EyeLookDownLeft,FaceBlendShape.EyeLookInLeft,FaceBlendShape.EyeLookOutLeft,FaceBlendShape.EyeLookUpLeft,FaceBlendShape.EyeSquintLeft,FaceBlendShape.EyeWideLeft,FaceBlendShape.EyeBlinkRight,FaceBlendShape.EyeLookDownRight,FaceBlendShape.EyeLookInRight,FaceBlendShape.EyeLookOutRight,FaceBlendShape.EyeLookUpRight,FaceBlendShape.EyeSquintRight,FaceBlendShape.EyeWideRight,FaceBlendShape.JawForward,FaceBlendShape.JawRight,FaceBlendShape.JawLeft,FaceBlendShape.JawOpen,FaceBlendShape.MouthClose,FaceBlendShape.MouthFunnel,FaceBlendShape.MouthPucker,FaceBlendShape.MouthRight,FaceBlendShape.MouthLeft,FaceBlendShape.MouthSmileLeft,FaceBlendShape.MouthSmileRight,FaceBlendShape.MouthFrownLeft,FaceBlendShape.MouthFrownRight,FaceBlendShape.MouthDimpleLeft,FaceBlendShape.MouthDimpleRight,FaceBlendShape.MouthStretchLeft,FaceBlendShape.MouthStretchRight,FaceBlendShape.MouthRollLower,FaceBlendShape.MouthRollUpper,FaceBlendShape.MouthShrugLower,FaceBlendShape.MouthShrugUpper,FaceBlendShape.MouthPressLeft,FaceBlendShape.MouthPressRight,FaceBlendShape.MouthLowerDownLeft,FaceBlendShape.MouthLowerDownRight,FaceBlendShape.MouthUpperUpLeft,FaceBlendShape.MouthUpperUpRight,FaceBlendShape.BrowDownLeft,FaceBlendShape.BrowDownRight,FaceBlendShape.BrowInnerUp,FaceBlendShape.BrowOuterUpLeft,FaceBlendShape.BrowOuterUpRight,FaceBlendShape.CheekPuff,FaceBlendShape.CheekSquintLeft,FaceBlendShape.CheekSquintRight,FaceBlendShape.NoseSneerLeft,FaceBlendShape.NoseSneerRight,FaceBlendShape.TongueOut,FaceBlendShape.HeadYaw,FaceBlendShape.HeadPitch,FaceBlendShape.HeadRoll,FaceBlendShape.LeftEyeYaw,FaceBlendShape.LeftEyePitch,FaceBlendShape.LeftEyeRoll,FaceBlendShape.RightEyeYaw,FaceBlendShape.RightEyePitch,FaceBlendShape.RightEyeRoll
2003,06:10:49:44.476,61,0.0006496769,0.0,0.0563425124,0.0,0.1343459934,0.2459038049,0.0874566138,0.0006497917,0.0,0.0560664088,0.0,0.1343637556,0.2459578067,0.0874094665,0.0266118739,0.0117632672,0.0,0.037312977,0.0426189154,0.0352756679,0.0364883728,0.0,0.0147887189,0.3959227204,0.4495965838,0.0,0.0,0.0663137585,0.0686055496,0.0480042696,0.044513464,0.0594628304,0.0270547401,0.2317514569,0.1435332298,0.0698221922,0.0774397925,0.0502171367,0.0451798365,0.0434295237,0.0507493392,0.1915166676,0.1914927661,0.0471452251,0.0,0.0,0.0299884398,0.1782975495,0.2019599676,0.1243817061,0.140831396,1.275e-06,0.0,0.0,0.0,-0.0341901556,-0.0586615726,0.0020075582,0.0343585461,-0.0586541519,-0.0020171858
2004,06:10:49:45.477,61,0.0005979019,0.0,0.0526801087,0.0,0.1347771287,0.2459336668,0.0879393443,0.0005980075,0.0,0.0596959032,0.0,0.1347743869,0.2459929585,0.0878941268,0.0265817624,0.0120194349,0.0,0.0371774919,0.0424721055,0.0351230092,0.0365112014,0.0,0.0147052389,0.3949244022,0.4486773908,0.0,0.0,0.0660695136,0.0683199614,0.0481103174,0.0445661284,0.0594497174,0.026947774,0.2322357446,0.1440538764,0.0697425008,0.077409856,0.050061211,0.0450558439,0.0433875546,0.050673604,0.190601632,0.1905784458,0.0469896905,0.0,0.0,0.0300474446,0.1773187071,0.2014384866,0.1239726096,0.1400708407,9.094e-07,0.0,0.0,0.0,-0.0364030935,-0.0588454567,0.0021441558,0.0321248025,-0.0588380024,-0.0018920155
2005,06:10:49:46.479,61,0.0005502535,0.0,0.0474615246,0.0,0.1364584416,0.2462830395,0.0881036967,0.0005503506,0.0,0.0649084002,0.0,0.1364253759,0.2463481724,0.0880604014,0.0265555661,0.0122887576,0.0,0.0370486528,0.0423300825,0.0350287221,0.0365917347,0.0,0.0146113317,0.3929627538,0.447009474,0.0,0.0,0.0658232272,0.0680227429,0.0482243076,0.0446202569,0.0594481044,0.026851194,0.2327663153,0.1445963532,0.0697485432,0.0774803236,0.0498962514,0.0449268967,0.04334208,0.0505913384,0.18998155,0.1899591684,0.0468578972,0.0,0.0,0.0301424637,0.1765381843,0.2009750903,0.1235828623,0.1393369585,7.681e-07,0.0,0.0,0.0,-0.0395800285,-0.0595735162,0.0023600939,0.0289412085,-0.0595662035,-0.001725717
2006,06:10:49:47.480,61,0.0005064025,0.0,0.0451748222,0.0,0.1373947263,0.2465593517,0.088336423,0.0005064919,0.0,0.0671714917,0.0,0.1373482794,0.2466293871,0.0882950276,0.026502559,0.0125231175,0.0,0.0369103625,0.0421928689,0.0349206775,0.0366513021,0.0,0.0144436378,0.391428411,0.4446747005,0.0,0.0,0.0655666217,0.0677092001,0.0483206213,0.0446666963,0.0593870915,0.0267419852,0.2330160439,0.1449436694,0.0696900114,0.0774703175,0.0497577749,0.0448136777,0.0432916954,0.0504862219,0.1893455386,0.1893238872,0.0466911681,0.0,0.0,0.0302158669,0.1750083864,0.2000329942,0.1232006252,0.1385888755,7.971e-07,0.0,0.0,0.0,-0.0409590267,-0.0599798523,0.0024589743,0.027546145,-0.0599725358,-0.0016537849
2007,06:10:49:48.482,61,0.0004660461,0.0,0.0419383384,0.0,0.1391104609,0.2469728142,0.0889099911,0.0004661284,0.0,0.0704359636,0.0,0.1390446275,0.2470487505,0.0888706893,0.0264749695,0.0127622569,0.0,0.0368306115,0.0421101637,0.0348149873,0.0366777927,0.0,0.0142996013,0.3905172944,0.4435634911,0.0,0.0,0.0653895885,0.0674774498,0.0484545045,0.0447512306,0.059303809,0.0266822465,0.2327968329,0.1449123919,0.0695003048,0.077310048,0.0496963784,0.0447720997,0.0431606583,0.0502957702,0.1886324137,0.1886110008,0.0465714,0.0,0.0,0.0302732512,0.1736475676,0.1991458684,0.1226305068,0.1368867457,7.126e-07,0.0,0.0,0.0,-0.0429476723,-0.0607257225,0.0026104304,0.025571486,-0.0607182719,-0.0015543965
2008,06:10:49:49.484,61,0.0004289059,0.0,0.0390276089,0.0,0.1395000666,0.2473269105,0.0896462277,0.0004289816,0.0,0.0733886212,0.0,0.1394164562,0.2474091351,0.0896111652,0.0264432933,0.0129957246,0.0,0.0367517471,0.0420415513,0.0347025804,0.0366770215,0.0,0.0140922312,0.3898207247,0.4426888227,0.0,0.0,0.0652171373,0.0672466531,0.0485899374,0.0448403805,0.059188839,0.0266221091,0.2324022353,0.1447460502,0.0692727938,0.0771036744,0.0496725701,0.044755511,0.0430314615,0.0500968024,0.1880195439,0.1879984736,0.0464504063,0.0,0.0,0.0303083658,0.1722523868,0.1981167495,0.1221232787,0.1358977556,7.399e-07,0.0,0.0,0.0,-0.0447475761,-0.0608929284,0.0027272669,0.0237964541,-0.0608856417,-0.0014505174
2009,06:10:49:50.485,61,0.0003947255,0.0,0.0353095606,0.0,0.1401041299,0.2474897057,0.0902171358,0.0003947952,0.0,0.0771138966,0.0,0.1399983913,0.2475804836,0.0901843533,0.02639612,0.0132396156,0.0,0.0366538055,0.0419603065,0.0346227996,0.0367053896,0.0,0.0138912788,0.3892764449,0.4420107305,0.0,0.0,0.065024808,0.0669973567,0.0487118028,0.0449199378,0.0590641201,0.026548259,0.2321119457,0.144652158,0.0690866783,0.0769395754,0.0496370122,0.0447299406,0.042927295,0.0499309413,0.1875443012,0.1875240058,0.0463376604,0.0,0.0,0.0303465929,0.1711840481,0.1973360181,0.1217156202,0.1351327896,7.758e-07,0.0,0.0,0.0,-0.0470182784,-0.0611534864,0.0028778531,0.0215290859,-0.0611461438,-0.0013179611
2010,06:10:49:51.487,61,0.000363269,0.0,0.0334576927,0.0,0.1417838037,0.2485860586,0.0904366076,0.0003633332,0.0,0.0789467245,0.0,0.1416655034,0.2487039268,0.0904058367,0.0263329335,0.0134750064,0.0,0.0365570523,0.0418818407,0.034523014,0.0366888568,0.0,0.0136899529,0.3888219297,0.4414369762,0.0,0.0,0.0648675337,0.0667807236,0.0488576442,0.0450155027,0.0589090586,0.026477905,0.2316872925,0.144463554,0.0688428283,0.0767145231,0.0496224761,0.0447187573,0.042813804,0.0497572422,0.1872738004,0.1872544438,0.0462331548,0.0,0.0,0.0303359721,0.1703612953,0.196697861,0.1213437468,0.1344529837,7.278e-07,0.0,0.0,0.0,-0.0481336378,-0.0618849993,0.0029813983,0.0203990396,-0.0618777424,-0.0012637716
2011,06:10:49:52.489,61,0.0003343194,0.0,0.0314298235,0.0,0.1436599195,0.2504574955,0.0906321704,0.0003343784,0.0,0.080961287,0.0,0.1435279548,0.2506164908,0.0906034857,0.0262776949,0.0137382802,0.0,0.036477834,0.0418153293,0.0344505422,0.0366736054,0.0,0.0134743247,0.3884284496,0.4409285486,0.0,0.0,0.0647143573,0.0665645599,0.0490014032,0.045105543,0.0587739497,0.0264161341,0.2313548625,0.1443270743,0.0686525553,0.07655406,0.0495957285,0.0446952321,0.0427322611,0.0496230647,0.1874483079,0.1874296814,0.0461156815,0.0,0.0,0.030330671,0.1699091345,0.1964443475,0.1211849824,0.1340367943,6.742e-07,0.0,0.0,0.0,-0.0493594185,-0.0627023429,0.0030977454,0.0191616751,-0.0626949891,-0.0012028433
2012,06:10:49:53.490,61,0.0003076768,0.0,0.0296663046,0.0,0.1443281919,0.2526377439,0.0908560157,0.0003077312,0.0,0.0827362537,0.0,0.1441847533,0.2528393567,0.0908292979,0.0262283403,0.0140063036,0.0,0.0364100747,0.0417744964,0.0343908407,0.0366534665,0.0,0.0132318251,0.3882562518,0.4406415522,0.0,0.0,0.0645603687,0.066337876,0.0491624624,0.0451992676,0.0586429723,0.0263596121,0.2309594005,0.1441328973,0.0684394389,0.0763735473,0.0496055372,0.0446999557,0.0426821038,0.0495232306,0.1878127754,0.187795043,0.0460351147,0.0,0.0,0.0303180479,0.1697771102,0.1965595186,0.1211583689,0.1337788552,5.906e-07,0.0,0.0,0.0,-0.0504406355,-0.0629926994,0.003180241,0.0180861913,-0.0629853532,-0.0011406114
2013,06:10:49:54.492,61,0.0002831574,0.0,0.0275907479,0.0,0.145020768,0.2543115616,0.0912039503,0.0002832075,0.0,0.0848182365,0.0,0.1448639482,0.2545420527,0.0911790654,0.026180638,0.0142439427,0.0,0.0363766775,0.0417780317,0.0343807451,0.0366462879,0.0,0.0129618328,0.3879770339,0.4402034879,0.0,0.0,0.0643747374,0.0660743192,0.0493199453,0.0452934206,0.0584940836,0.0263151284,0.2303600162,0.1437658519,0.0681981146,0.0761536881,0.0496420451,0.0447234698,0.0426283777,0.0494079441,0.1882617921,0.1882449389,0.0459882133,0.0,0.0,0.030318087,0.169745788,0.1967405528,0.1211802736,0.1335757226,5.408e-07,0.0,0.0,0.0,-0.0517089479,-0.063293539,0.0032757474,0.0168204978,-0.0632862151,-0.0010658783
2014,06:10:49:55.493,61,0.000260592,0.0,0.0268297102,0.0,0.1456813812,0.2563782632,0.0924054161,0.0002606381,0.0,0.0856031105,0.0,0.1455190927,0.2566424906,0.0923850834,0.0261410344,0.0144530367,0.0,0.0363922976,0.0418259427,0.0343554541,0.0366114378,0.0,0.0127171967,0.38802284,0.4400918782,0.0,0.0,0.064230673,0.0658604577,0.0494698323,0.0453961939,0.0583124198,0.0262986384,0.228163451,0.1431592554,0.0678558871,0.0758108348,0.0497136861,0.0447775126,0.0425284728,0.0492488816,0.1887708306,0.1887547821,0.0459669493,0.0,0.0,0.0302921385,0.169838205,0.197045818,0.1211316809,0.1333446801,4.826e-07,0.0,0.0,0.0,-0.0521864966,-0.0635813549,0.0033210465,0.0163562372,-0.0635740161,-0.0010411879
2015,06:10:49:56.495,61,0.0002398249,0.0,0.0258814804,0.0,0.1470632702,0.2599850297,0.0933937058,0.0002398673,0.0,0.0865712836,0.0,0.1468933374,0.2602780461,0.0933770612,0.0261203796,0.0146482382,0.0,0.0364216678,0.0418897048,0.0343799964,0.0365961045,0.0,0.0124891605,0.387884438,0.4398636222,0.0,0.0,0.0640791953,0.0656381249,0.0496342853,0.0455003865,0.058141049,0.0262957737,0.2269902676,0.1425688863,0.0675619766,0.0755234286,0.0497974008,0.0448422655,0.0424264595,0.049095504,0.1900101304,0.1899960786,0.045960065,0.0,0.0,0.0302931312,0.1700891107,0.1975209713,0.1210899428,0.1331368536,4.913e-07,0.0,0.0,0.0,-0.0527747013,-0.0641837865,0.0033903522,0.0157775562,-0.0641764551,-0.0010138977
2016,06:10:49:57.496,61,0.0002207128,0.0,0.0248840712,0.0,0.1477566659,0.2634281218,0.0941528231,0.0002207518,0.0,0.0876014084,0.0,0.1475796252,0.2637439668,0.0941380039,0.0261084735,0.0148348482,0.0,0.0364882797,0.041982051,0.0344188176,0.03658133,0.0,0.0123543097,0.3877588212,0.4397459924,0.0,0.0,0.0639757365,0.0654854104,0.0497650355,0.0455872528,0.0579629689,0.0263263267,0.2256934047,0.1419086605,0.0672876984,0.0752620548,0.0498827398,0.0449173376,0.0422918461,0.0489221402,0.1919187009,0.1919074953,0.0459211171,0.0,0.0,0.0303049963,0.1703148186,0.1979776919,0.1210078076,0.1329286695,5.612e-07,0.0,0.0,0.0,-0.0534016415,-0.0644858256,0.0034467778,0.0151692322,-0.0644784421,-0.000979408
2017,06:10:49:58.498,61,0.0002031238,0.0,0.0246315971,0.0,0.1483700126,0.2664136291,0.0951367393,0.0002031597,0.0,0.0878715813,0.0,0.1481905282,0.2667438686,0.0951239467,0.0261307471,0.0149703957,0.0,0.0365696698,0.0420869067,0.0344557837,0.0365717001,0.0,0.0122028021,0.3880705833,0.4400027394,0.0,0.0,0.0639358014,0.0653988272,0.0498865023,0.0456657484,0.0578128099,0.0263778456,0.2248003036,0.1412944049,0.0670567453,0.0750411749,0.0500037894,0.045018319,0.0421664491,0.0487564914,0.1931331754,0.1931234598,0.0458483845,0.0,0.0,0.0303348117,0.1706911027,0.198564142,0.1209298223,0.1327489614,5.856e-07,0.0,0.0,0.0,-0.0535654165,-0.0647533163,0.0034717196,0.0150150666,-0.0647459328,-0.0009734883
2018,06:10:49:59.500,61,0.0001869364,0.0,0.0243604369,0.0,0.1491093189,0.2694055736,0.0959863067,0.0001869695,0.0,0.088152729,0.0,0.1489268094,0.2697454691,0.0959749296,0.0261842329,0.0150372237,0.0,0.0366713032,0.0422041677,0.0344563052,0.0365132578,0.0,0.0120786102,0.389174521,0.4407351315,0.0,0.0,0.0639636815,0.065385066,0.0499599278,0.0457113422,0.0577446446,0.0264552888,0.2241279781,0.1407792866,0.0668911114,0.0748829842,0.0501424894,0.0451477282,0.0420856774,0.0486435369,0.1956442595,0.1956360042,0.0457651541,0.0,0.0,0.0303482898,0.1711943448,0.1994054914,0.1209370494,0.1326636672,6.523e-07,0.0,0.0,0.0,-0.0537356846,-0.0650756657,0.0035001298,0.0148494598,-0.0650684014,-0.0009675607
2019,06:10:50:00.501,61,0.0001720391,0.0,0.0245278534,0.0,0.1505944729,0.2747014165,0.0971700549,0.0001720695,0.0,0.0880086049,0.0,0.1504108757,0.2750540674,0.0971593559,0.0262949709,0.0150646446,0.0,0.0368142948,0.0423364304,0.0344513878,0.0364294723,0.0,0.0120339058,0.3897966444,0.4413205087,0.0,0.0,0.0640775263,0.0654804036,0.0500167534,0.0457500406,0.0577767454,0.0265988894,0.2235699296,0.1403158605,0.0668436736,0.0748521686,0.0503052026,0.0453103818,0.0419815294,0.0485229231,0.1990652084,0.1990596205,0.0456643291,0.0,0.0,0.0304023251,0.1718000323,0.2009708583,0.1209696904,0.1326415241,6.468e-07,0.0,0.0,0.0,-0.0536455549,-0.0657238215,0.003529168,0.0149508771,-0.0657166019,-0.0009839004
2020,06:10:50:01.503,61,0.0001583289,0.0,0.0249092076,0.0,0.1512621939,0.2776835263,0.0978993997,0.000158357,0.0,0.0876406655,0.0,0.1510802358,0.27803725,0.0978889391,0.0264062602,0.0150779821,0.0,0.0369511284,0.0424587168,0.0344856791,0.0363909788,0.0,0.0120685948,0.3898303509,0.4414364696,0.0,0.0,0.064152576,0.0655489564,0.0500679873,0.0457957201,0.0578376055,0.026729336,0.2232899517,0.1400447935,0.0669194013,0.0749555528,0.0504288375,0.0454533622,0.0418949574,0.048431851,0.2023026794,0.2022989839,0.045521915,0.0,0.0,0.0304898582,0.172275126,0.2018392831,0.121069923,0.1327104121,5.332e-07,0.0,0.0,0.0,-0.0534202494,-0.0660155043,0.003530002,0.0151830381,-0.0660082102,-0.0010036243
2021,06:10:50:02.504,61,0.0001457114,0.0,0.0258634239,0.0,0.1538470089,0.2808751166,0.0994244888,0.0001457372,0.0,0.0867038444,0.0,0.1536677927,0.281224519,0.0994150937,0.0265458878,0.0151290623,0.0,0.0370826907,0.0425532684,0.0345072262,0.0363428593,0.0,0.0120538203,0.3895872831,0.4413227737,0.0,0.0,0.0642750859,0.0656648129,0.0501464047,0.0458484478,0.0579540469,0.0268929973,0.2230378389,0.1397933513,0.0670305192,0.0750962049,0.0505530685,0.0455783084,0.0417521149,0.048270423,0.2035963535,0.2035930604,0.0454117283,0.0,0.0,0.0306171477,0.1726893485,0.2024872452,0.1210184172,0.1326354891,4.644e-07,0.0,0.0,0.0,-0.0528452434,-0.0671440884,0.0035519185,0.0157634802,-0.0671367794,-0.001059858
2022,06:10:50:03.506,61,0.0001340993,0.0,0.0268371217,0.0,0.1556788683,0.2835282087,0.1015983373,0.0001341231,0.0,0.0857333839,0.0,0.1555034667,0.2838742733,0.1015885249,0.02673335,0.0151559915,0.0,0.0372323692,0.0426400192,0.0345202759,0.0363105536,0.0,0.0121096345,0.3890483677,0.4409799874,0.0,0.0,0.0643904507,0.065780893,0.0502458028,0.0459353738,0.0581544936,0.0270625968,0.2231315374,0.1397895515,0.0672501475,0.07535588,0.0506262369,0.0456659198,0.0416221581,0.0481361635,0.2047741562,0.2047712803,0.0453202203,0.0,0.0,0.0307785179,0.173248589,0.2034170479,0.1210983396,0.1327274442,3.71e-07,0.0,0.0,0.0,-0.0522509292,-0.0679440647,0.0035539807,0.0163560566,-0.0679368153,-0.0011128408
2023,06:10:50:04.508,61,0.0001234127,0.0,0.027943708,0.0,0.157660991,0.2849749923,0.1034449413,0.0001234346,0.0,0.0846144333,0.0,0.1574905068,0.2853200138,0.1034348682,0.0269142147,0.0152172018,0.0,0.0373714492,0.0427145921,0.0345799811,0.0363007635,0.0,0.0121549219,0.3810814023,0.436229229,0.0,0.0,0.0643946528,0.0657856986,0.0503806025,0.0460445173,0.0583701581,0.0272135995,0.2231850326,0.139751479,0.0674330145,0.0755732805,0.0506779589,0.0457214154,0.0414798409,0.0479854606,0.2051596493,0.2051568478,0.0452767052,0.0,0.0,0.0309749953,0.1737452149,0.2041015327,0.1210990697,0.1327411532,3.855e-07,0.0,0.0,0.0,-0.0515659265,-0.0688097998,0.0035522613,0.0170294587,-0.0688025653,-0.0011734657
2024,06:10:50:05.509,61,0.0001135777,0.0,0.028597625,0.0,0.1602671146,0.2862419784,0.1052204818,0.0001135978,0.0,0.083942458,0.0,0.1600980014,0.2865854502,0.1052095741,0.0271019191,0.0152972424,0.0,0.0374765769,0.0427571908,0.0346644372,0.036315199,0.0,0.0121659152,0.37516132,0.4308661222,0.0,0.0,0.0643541142,0.0657282025,0.0505630448,0.0461871736,0.0585573502,0.0273343138,0.2233692706,0.1398182213,0.0676376596,0.0758208111,0.0507042632,0.0457421169,0.0413341299,0.0478218496,0.2056509703,0.2056480944,0.0452319458,0.0,0.0,0.0311733186,0.1742599458,0.2047688365,0.1211280748,0.1327718049,3.993e-07,0.0,0.0,0.0,-0.0511523597,-0.0699475706,0.0035822517,0.0174265988,-0.0699403733,-0.0012207516
2025,06:10:50:06.511,61,0.0001045265,0.0,0.0293753203,0.0,0.1616528183,0.2871040106,0.10652031,0.000104545,0.0,0.0831678659,0.0,0.1614872664,0.2874465287,0.1065089479,0.0272740759,0.0154103478,0.0,0.0375895239,0.0428211614,0.0348472409,0.0363819897,0.0,0.0121660205,0.3593968153,0.4168591201,0.0,0.0,0.0641668439,0.0655242577,0.0507755131,0.0463509634,0.0587476008,0.0274351779,0.2234268486,0.1397977918,0.0678499937,0.0760701299,0.0507160425,0.0457462035,0.0411940664,0.0476623736,0.2058700323,0.2058669478,0.0452219918,0.0,0.0,0.0314201377,0.1747803688,0.2054105997,0.1212114915,0.1328646243,5.447e-07,0.0,0.0,0.0,-0.0506781787,-0.0705528408,0.0035798857,0.0178997405,-0.0705456734,-0.0012647799
2026,06:10:50:07.512,61,9.61965e-05,0.0,0.030583676,0.0,0.1641045958,0.2887101769,0.1084625795,9.62136e-05,0.0,0.0819397494,0.0,0.1639444828,0.2890529931,0.1084492654,0.0274938568,0.0155024668,0.0,0.0377483405,0.042909503,0.0350617059,0.0364567898,0.0,0.0122181857,0.3516698778,0.4100242555,0.0,0.0,0.0639817193,0.0653285906,0.0510084145,0.0465371013,0.0590073243,0.0275789984,0.2234681249,0.139746666,0.0681065246,0.076373823,0.0507214516,0.0457430594,0.041014377,0.0474686325,0.2060691863,0.2060661018,0.0452559926,0.0,0.0,0.0317106284,0.1754373461,0.2065839022,0.1213208362,0.1330140829,6.207e-07,0.0,0.0,0.0,-0.0499260314,-0.0716236681,0.0035805099,0.0186346266,-0.07161659,-0.0013367565
2027,06:10:50:08.514,61,8.85304e-05,0.0,0.0314200893,0.0,0.1663126498,0.2896410823,0.1100273356,8.85461e-05,0.0,0.0811042786,0.0,0.1661563814,0.2899819016,0.1100126654,0.0276963022,0.0155896526,0.0,0.037891753,0.0429796726,0.0353419185,0.0366055369,0.0,0.0122537762,0.3435643613,0.4015708566,0.0,0.0,0.063745521,0.0650770217,0.0512727909,0.0467535518,0.0592254959,0.027696589,0.2235997319,0.139768973,0.0684010908,0.076719895,0.050704781,0.0457153097,0.0408233367,0.0472470336,0.2061666697,0.2061633766,0.0452759564,0.0,0.0,0.0320448801,0.1759641469,0.2072524577,0.1213666871,0.1330718696,7.12e-07,0.0,0.0,0.0,-0.049413532,-0.0725881681,0.003591673,0.019142922,-0.0725808963,-0.0013917694
2028,06:10:50:09.516,61,8.14753e-05,0.0,0.0323579051,0.0,0.1678199321,0.2903544009,0.1118180156,8.14897e-05,0.0,0.0801689625,0.0,0.1676683128,0.2906928957,0.1118014604,0.0278701354,0.015652284,0.0,0.038057059,0.0430724025,0.0356503837,0.0368072018,0.0,0.012324268,0.3385019898,0.3966960013,0.0,0.0,0.0634783432,0.0648051053,0.0514836088,0.0469410829,0.0594382733,0.0278151613,0.2237359434,0.139787674,0.0687064752,0.077070035,0.050659474,0.045669347,0.0406222455,0.0470192097,0.2060699761,0.2060665041,0.0453034043,0.0,0.0,0.0324045718,0.1763473451,0.2077067047,0.1213608161,0.1330807209,9.016e-07,0.0,0.0,0.0,-0.0488413312,-0.0732465982,0.0035824326,0.0197133441,-0.0732395127,-0.0014462881
2029,06:10:50:10.517,61,7.49824e-05,0.0,0.0331588387,0.0,0.1700577885,0.2910804152,0.1137014925,7.49956e-05,0.0,0.0793689191,0.0,0.1699097008,0.2914159,0.1136828512,0.0280335136,0.01570829,0.0,0.0382420123,0.0431903079,0.0360161327,0.0370813347,0.0,0.0124765914,0.3312400281,0.3902966678,0.0,0.0,0.0631638765,0.0644930303,0.051728446,0.0471745506,0.0596432574,0.0279269591,0.2238716036,0.1397908479,0.0690090507,0.0774146318,0.050607767,0.0456193835,0.0404025167,0.0467784107,0.2058665454,0.2058628947,0.0453228168,0.0,0.0,0.0327844061,0.1766988635,0.2080781311,0.1213651076,0.1331005841,8.383e-07,0.0,0.0,0.0,-0.0483504348,-0.0742239878,0.003593951,0.020199839,-0.0742168799,-0.0015018244
2030,06:10:50:11.519,61,6.90069e-05,0.0,0.0331297889,0.0,0.17134431,0.2917455137,0.1147396564,6.90191e-05,0.0,0.0793850496,0.0,0.1711948663,0.2920767665,0.1147196144,0.028153345,0.0157299489,0.0,0.0384468921,0.0433519855,0.0364510901,0.0373992175,0.0,0.0126100462,0.3284071684,0.387711376,0.0,0.0,0.0628396794,0.0641677305,0.051966656,0.0473924801,0.0598070174,0.0280340556,0.2238154113,0.1396569163,0.0692710653,0.0777272135,0.0506014973,0.045607321,0.0401776284,0.0465332381,0.2055211663,0.2055175006,0.0453567877,0.0,0.0,0.0331492685,0.1771158427,0.2085134685,0.1213727146,0.1331291348,8.996e-07,0.0,0.0,0.0,-0.0483582392,-0.0747854486,0.0036218215,0.0201812983,-0.074778311,-0.001511839
2031,06:10:50:12.520,61,6.35076e-05,0.0,0.0336195342,0.0,0.1722480804,0.2923520207,0.1155743375,6.35188e-05,0.0,0.078899391,0.0,0.1721010953,0.2926781476,0.1155533344,0.0282525197,0.015753407,0.0,0.038702663,0.0435655974,0.0369665585,0.0377974249,0.0,0.0128397932,0.3238174915,0.3842612803,0.0,0.0,0.062504001,0.063846752,0.0521625355,0.0475890338,0.0599800684,0.0281650275,0.2237320244,0.1394893527,0.0695762038,0.0780824274,0.0505869687,0.0456002615,0.0399437994,0.0462860167,0.2053261399,0.205322355,0.0453879908,0.0,0.0,0.0335442722,0.177436173,0.2088504434,0.1213387623,0.1331185251,8.939e-07,0.0,0.0,0.0,-0.0480609685,-0.0751802549,0.0036186487,0.0204790197,-0.0751732066,-0.0015422708
2032,06:10:50:13.522,61,5.84465e-05,0.0,0.0337858833,0.0,0.1734357178,0.2929930985,0.1162924021,5.84569e-05,0.0,0.0787489191,0.0,0.173289001,0.2933140099,0.1162708178,0.0284037217,0.0157790612,0.0,0.0390526392,0.0438550785,0.0375189446,0.0381957665,0.0,0.0131224887,0.3179638684,0.3792059422,0.0,0.0,0.0622456148,0.0636078641,0.0523836389,0.0478121564,0.0602714568,0.0283793546,0.2234410793,0.1391134262,0.0699075833,0.0784655139,0.0506161973,0.0456399173,0.0396571681,0.045982495,0.2050958723,0.2050919235,0.0454738773,0.0,0.0,0.0339447111,0.1777703613,0.2091968209,0.1212911978,0.133099243,8.064e-07,0.0,0.0,0.0,-0.0479674302,-0.0756988227,0.0036366191,0.020579543,-0.0756916627,-0.00156057
2033,06:10:50:14.524,61,5.37888e-05,0.0,0.03424225,0.0,0.1752192229,0.293651551,0.1166773736,5.37983e-05,0.0,0.078316316,0.0,0.175073877,0.2939660847,0.1166553795,0.028532235,0.0158202369,0.0,0.0394368432,0.0441663787,0.0381444097,0.0386670046,0.0,0.0134019228,0.308744669,0.3703241348,0.0,0.0,0.0620016754,0.0633841902,0.0526125021,0.0480386391,0.0605537519,0.0286109,0.2231336981,0.1387117654,0.0703260154,0.0789519027,0.0506406836,0.0456641726,0.0393180288,0.0456182361,0.2049423158,0.2049380392,0.0455646105,0.0,0.0,0.0343614593,0.178013429,0.2094324082,0.1211987361,0.1330371648,1.1278e-06,0.0,0.0,0.0,-0.0477010868,-0.07647755,0.0036537892,0.0208562892,-0.0764704719,-0.0015978891
