,FaceBlendShape.Timecode,FaceBlendShape.BlendShapeCount,FaceBlendShape.EyeBlinkLeft,FaceBlendShape.EyeLookDownLeft,FaceBlendShape.EyeLookInLeft,FaceBlendShape.EyeLookOutLeft,FaceBlendShape.EyeLookUpLeft,FaceBlendShape.EyeSquintLeft,FaceBlendShape.EyeWideLeft,FaceBlendShape.EyeBlinkRight,FaceBlendShape.EyeLookDownRight,FaceBlendShape.EyeLookInRight,FaceBlendShape.EyeLookOutRight,FaceBlendShape.EyeLookUpRight,FaceBlendShape.EyeSquintRight,FaceBlendShape.EyeWideRight,FaceBlendShape.JawForward,FaceBlendShape.JawRight,FaceBlendShape.JawLeft,FaceBlendShape.JawOpen,FaceBlendShape.MouthClose,FaceBlendShape.MouthFunnel,FaceBlendShape.MouthPucker,FaceBlendShape.MouthRight,FaceBlendShape.MouthLeft,FaceBlendShape.MouthSmileLeft,FaceBlendShape.MouthSmileRight,FaceBlendShape.MouthFrownLeft,FaceBlendShape.MouthFrownRight,FaceBlendShape.MouthDimpleLeft,FaceBlendShape.MouthDimpleRight,FaceBlendShape.MouthStretchLeft,FaceBlendShape.MouthStretchRight,FaceBlendShape.MouthRollLower,FaceBlendShape.MouthRollUpper,FaceBlendShape.MouthShrugLower,FaceBlendShape.MouthShrugUpper,FaceBlendShape.MouthPressLeft,FaceBlendShape.MouthPressRight,FaceBlendShape.MouthLowerDownLeft,FaceBlendShape.MouthLowerDownRight,FaceBlendShape.MouthUpperUpLeft,FaceBlendShape.MouthUpperUpRight,FaceBlendShape.BrowDownLeft,FaceBlendShape.BrowDownRight,FaceBlendShape.BrowInnerUp,FaceBlendShape.BrowOuterUpLeft,FaceBlendShape.BrowOuterUpRight,FaceBlendShape.CheekPuff,FaceBlendShape.CheekSquintLeft,FaceBlendShape.CheekSquintRight,FaceBlendShape.NoseSneerLeft,FaceBlendShape.NoseSneerRight,FaceBlendShape.TongueOut,FaceBlendShape.HeadYaw,FaceBlendShape.HeadPitch,FaceBlendShape.HeadRoll,FaceBlendShape.LeftEyeYaw,FaceBlendShape.LeftEyePitch,FaceBlendShape.LeftEyeRoll,FaceBlendShape.RightEyeYaw,FaceBlendShape.RightEyePitch,FaceBlendShape.RightEyeRoll
82,06:10:17:40.414,61,0.004353228,0.1387634724,0.0930585861,0.0,0.0,0.0390940383,0.0033110119,0.0043392619,0.1389418393,0.0202392749,0.0,0.0,0.0390954092,0.0033271331,0.0092970049,0.0071423207,0.0,0.0168238077,0.0164270233,0.0135587137,0.0295708738,0.0,0.0005919248,0.1446483731,0.1525654942,0.0,0.0,0.03519696,0.034995053,0.0297369305,0.0292120818,0.0220743399,0.0148322955,0.148267895,0.1080914214,0.0550884828,0.0576211475,0.0152824586,0.0139022944,0.0157002285,0.0173431151,0.0849242285,0.0849296451,0.0265570916,0.0,0.0,0.022152584,0.0304806698,0.0318706222,0.0594450422,0.0634504482,1.022e-07,0.0,0.0,0.0,-0.0123189641,0.0848812237,-0.0010481401,0.0566419438,0.0849022791,0.0048180041
83,06:10:17:41.415,61,0.0058395872,0.1450056881,0.0982459486,0.0,0.0,0.0363250785,0.000968419,0.0058224555,0.1452252269,0.015078472,0.0,0.0,0.0363262631,0.0009880359,0.0089422604,0.0067147501,0.0,0.0162665099,0.0159283634,0.0129629634,0.0291823633,0.0,0.0004837334,0.1420948356,0.1506478488,0.0,0.0,0.0340535045,0.0339404009,0.0291775689,0.0287595876,0.0213192515,0.0144139091,0.1468298584,0.1069967523,0.0543061197,0.0567638092,0.0148068508,0.0135031473,0.0153986458,0.0169997141,0.0821462423,0.0821507126,0.0262333564,0.0,0.0,0.0216383245,0.0292289983,0.0305787958,0.0587389655,0.0626071095,9.45e-08,0.0,0.0,0.0,-0.0091746924,0.0887167826,-0.0008160799,0.0597794577,0.0887378603,0.0053154514
84,06:10:17:42.417,61,0.0100657847,0.1479299814,0.1015167907,0.0,0.0,0.0343882479,0.0,0.0100488961,0.1481748968,0.0117363771,0.0,0.0,0.0343893021,0.0,0.0086269537,0.0063903336,0.0,0.0157775581,0.0155002419,0.0124594476,0.028827006,0.0,0.0003743797,0.1408621371,0.1496668905,0.0,0.0,0.0331737064,0.0330983028,0.0287198666,0.028397847,0.0206867009,0.014042086,0.1458309442,0.1061423123,0.0537809543,0.0562066548,0.0143926628,0.0131528433,0.0151694464,0.0167305898,0.0805078,0.0805117339,0.0259351339,0.0,0.0,0.0212238207,0.0283981469,0.029711578,0.0583786741,0.0622076206,7.32e-08,0.0,0.0,0.0,-0.0071399952,0.0905172154,-0.0006480578,0.0617597401,0.0905383751,0.0056033325
85,06:10:17:43.419,61,0.0129089737,0.1464882195,0.1029731706,0.0,0.0,0.0331377797,0.0,0.0128881335,0.1467395723,0.0102607831,0.0,0.0,0.0331387483,0.0,0.0083508426,0.0061258837,0.0,0.0153299505,0.0151005639,0.0120090004,0.0284401383,0.0,0.0001931832,0.1400881112,0.1490578651,0.0,0.0,0.0325267538,0.0324696712,0.0283245388,0.028067695,0.0201532058,0.0137185436,0.145385012,0.1056475341,0.0534930713,0.0559236705,0.0140208136,0.0128324414,0.0149763888,0.0164952483,0.0797247291,0.0797274858,0.0256111491,0.0,0.0,0.0208939891,0.0277997386,0.0290698335,0.0581740215,0.0620087758,4.24e-08,0.0,0.0,0.0,-0.0062427912,0.0896398723,-0.0005611031,0.0626507103,0.0896609426,0.0056286808
86,06:10:17:44.420,61,0.0143283755,0.1476362795,0.1018622443,0.0,0.0,0.0322439708,0.0,0.0143074533,0.1478827596,0.0114819827,0.0,0.0,0.0322448947,0.0,0.0081011467,0.00593659,0.0,0.0149023393,0.0147052556,0.0115983272,0.0281432513,0.0,6.99807e-05,0.1391485929,0.1485025585,0.0,0.0,0.0319755785,0.0319321454,0.0279511586,0.0277453475,0.0196867697,0.0134089487,0.147647962,0.1059654206,0.0535425432,0.0560320243,0.0136420485,0.0125061488,0.0148170721,0.0163015742,0.0797165185,0.0797187909,0.0252332631,0.0,0.0,0.020650059,0.0273240786,0.0285680033,0.0580866374,0.0619573221,2.15e-08,0.0,0.0,0.0,-0.0069853445,0.0903386548,-0.0006327637,0.0619709082,0.090359807,0.0056113168
87,06:10:17:45.422,61,0.0159702357,0.148558557,0.0975063369,0.0,0.0,0.0315881148,0.0,0.0159559771,0.1487794667,0.0158831812,0.0,0.0,0.0315890089,0.0,0.0078863129,0.0057456698,0.0,0.0145126274,0.0143416505,0.0112099694,0.0277922265,0.0001175905,0.0,0.1384457201,0.1479822993,0.0,0.0,0.0315085053,0.031470228,0.0276145041,0.0274493173,0.0192635842,0.0131298089,0.1484388113,0.1061775684,0.0535503365,0.0561093241,0.0133002819,0.0122091556,0.0146552008,0.0161043908,0.0810576454,0.0810591727,0.0247998983,0.0,0.0,0.0203886405,0.0269027669,0.0281247534,0.0579908565,0.0619043149,9.9e-09,0.0,0.0,0.0,-0.0096624391,0.090888463,-0.0008806166,0.0593178496,0.0909096003,0.0054042442
88,06:10:17:46.423,61,0.0196550693,0.1486965269,0.0942791253,0.0,0.0,0.0311719663,0.0,0.0196537841,0.1488971412,0.0193414316,0.0,0.0,0.0311728492,0.0,0.0077099395,0.0056358287,0.0,0.0142005775,0.0140563073,0.0108959218,0.0274686534,0.0001881254,0.0,0.1383550167,0.1487209648,0.0,0.0,0.0312489159,0.0312208775,0.0273528453,0.0272155516,0.0189072825,0.0129438005,0.1483881474,0.105840072,0.0534284264,0.0560613759,0.0130612692,0.0119999228,0.0145038897,0.0159331374,0.0815544873,0.0815558583,0.0245151259,0.0,0.0,0.0201736521,0.0266476311,0.0278733466,0.0579148792,0.0619488135,4.4e-09,0.0,0.0,0.0,-0.0117661674,0.0909624025,-0.0010732154,0.0573541559,0.0909835696,0.0052298168
89,06:10:17:47.425,61,0.0210524872,0.1457466632,0.0940907598,0.0,0.0,0.0309795178,0.0,0.0210555792,0.1459414214,0.0196365584,0.0,0.0,0.0309803765,0.0,0.0075663519,0.0055442047,0.0,0.013939104,0.0138046695,0.0106488438,0.0273214113,6.87685e-05,0.0,0.1381962746,0.1492467374,0.0,0.0,0.0311073512,0.0311043169,0.0271281991,0.0270179715,0.0186014324,0.0128035145,0.1487816423,0.1058990583,0.0535121448,0.0562388338,0.0128354076,0.0118037891,0.0143633848,0.0157829504,0.0823459402,0.0823462829,0.0242871717,0.0,0.0,0.020073276,0.0264942423,0.0277326964,0.057777293,0.0619558915,6.7e-09,0.0,0.0,0.0,-0.0119476514,0.0891569257,-0.0010680218,0.0572488829,0.089178063,0.0051160813
90,06:10:17:48.427,61,0.0217620172,0.142088607,0.0938600674,0.0,0.0,0.0310083777,0.0,0.021768596,0.1422759444,0.0200742614,0.0,0.0,0.0310092196,0.0,0.0074683996,0.0054748598,0.0,0.0137468949,0.0135990931,0.010462163,0.0273261108,0.0,0.0001406961,0.137904197,0.1497103125,0.0,0.0,0.0310822893,0.0311137326,0.0269342177,0.0268460698,0.0183496159,0.0127201565,0.1493993551,0.106163092,0.0537291132,0.0565568395,0.012627312,0.0116249397,0.0142069794,0.0156232473,0.0831028447,0.0831025168,0.0241804756,0.0,0.0,0.0200245045,0.0264382698,0.0276957992,0.0574734025,0.0618107989,6.4e-09,0.0,0.0,0.0,-0.0122163836,0.0869179443,-0.001064478,0.0571197756,0.0869391412,0.0049757459
91,06:10:17:49.428,61,0.0218042452,0.1304969937,0.0942237303,0.0,0.0,0.0313361585,0.0,0.0218132529,0.1306685358,0.0198893789,0.0,0.0,0.0313369557,0.0,0.0074039865,0.0053117895,0.0,0.0136144143,0.0134482412,0.0103422469,0.0273960028,0.0,0.0002830153,0.1376966536,0.1499284953,0.0,0.0,0.0310164914,0.0310739316,0.0267900135,0.0267263129,0.0181497671,0.0126456572,0.151994884,0.1067272276,0.0540113002,0.0569404252,0.0124347275,0.0114561729,0.0140867392,0.015492348,0.0856166556,0.0856017992,0.0241057146,0.0,0.0,0.0199990217,0.0265627056,0.0278082415,0.0571893342,0.0616567247,5.7e-09,0.0,0.0,0.0,-0.0121110436,0.079826735,-0.0009688199,0.057375025,0.079847753,0.0045884768
92,06:10:17:50.430,61,0.0214175377,0.1133249253,0.0946314782,0.0,0.0,0.0318093263,0.0,0.0214281939,0.1134716794,0.0194942132,0.0,0.0,0.0318100825,0.0,0.0073351348,0.0051301708,0.0,0.0135065047,0.013317652,0.0102392538,0.0275133476,0.0,0.0003652442,0.1376632899,0.1500971913,0.0,0.0,0.0308790039,0.0309563242,0.0266253967,0.0265847016,0.0179589503,0.0125571284,0.1541326344,0.1076356322,0.0542015769,0.0572208464,0.0122342817,0.011276789,0.0139659736,0.0153562445,0.0865755379,0.0865546539,0.0240814649,0.0,0.0,0.0199356005,0.0267397072,0.0279555097,0.0568252131,0.0613909774,4.9e-09,0.0,0.0,0.0,-0.0118797403,0.0693208128,-0.0008248154,0.057668481,0.0693417192,0.0040030121
93,06:10:17:51.432,61,0.0197808649,0.0888357759,0.0948846564,0.0,0.0,0.0335128605,0.0,0.0197948907,0.088945061,0.0190058015,0.0,0.0,0.0335134417,0.0,0.0073149353,0.0049151932,0.0,0.0134891197,0.0132636242,0.0101845143,0.027613543,0.0,0.0003523119,0.1399900019,0.1514208466,0.0,0.0,0.0309560429,0.0310461782,0.0265600476,0.0265392233,0.0178996939,0.0125243934,0.1603013277,0.111208871,0.0545044281,0.0576160997,0.0121075567,0.0111603569,0.0139165968,0.0152879767,0.0876169279,0.0875825658,0.0241662376,0.0,0.0,0.0198670793,0.0271380469,0.0283013135,0.0566054583,0.0612647086,1.7e-09,0.0,0.0,0.0,-0.011592851,0.0543371066,-0.0006305285,0.0578763187,0.0543577895,0.0031473632
94,06:10:17:52.433,61,0.0175110176,0.0664103106,0.0946902633,0.0,0.0,0.0375888199,0.0,0.0175352059,0.0664836913,0.0189332794,0.0,0.0,0.0375890546,0.0,0.0073587457,0.0046291999,0.0,0.0135712791,0.0133086191,0.0102230189,0.0277511086,0.0,0.0003698666,0.146757409,0.1567639112,0.0,0.0,0.0312177595,0.0313186236,0.0266263597,0.02662706,0.0180053487,0.0125540411,0.1689845175,0.1164898053,0.0549540855,0.058168754,0.0120753124,0.0111249238,0.0139751974,0.0153342579,0.0897699967,0.0897180513,0.0244078171,0.0,0.0,0.0198589042,0.0286821425,0.029472148,0.0566304475,0.0614066236,2.6e-09,0.0,0.0,0.0,-0.0115561457,0.0406152904,-0.000469604,0.0577953495,0.0406356417,0.0023485322
95,06:10:17:53.435,61,0.0140195694,0.0512670055,0.0942726359,0.0,0.0,0.0419190936,0.0,0.0140333194,0.0513155982,0.0192373767,0.0,0.0,0.0419189483,0.0,0.0074376785,0.0042696954,0.0,0.0137199145,0.0134338774,0.0103042154,0.0278605428,0.0,0.0004063105,0.1524141729,0.1612811387,0.0,0.0,0.0314676352,0.0315806009,0.0267253499,0.026760336,0.0182057302,0.0126140844,0.1721494049,0.1185999736,0.0553399064,0.0586492456,0.0121121854,0.01114891,0.0141114499,0.0154605499,0.0935480297,0.0934880152,0.0246786084,0.0,0.0,0.0198556501,0.0310183801,0.0315875784,0.0568602495,0.061759986,5.7e-09,0.0,0.0,0.0,-0.0117456717,0.0313490704,-0.0003683281,0.0575596057,0.0313691944,0.001805192
96,06:10:17:54.436,61,0.0114954729,0.0416528322,0.0914710015,0.0,0.0,0.0450987518,0.0,0.0115027791,0.0416813232,0.0220062044,0.0,0.0,0.045098424,0.0,0.0075383014,0.0038925922,0.0,0.0139270574,0.0136270504,0.0104102669,0.0279085115,0.0,0.0003930227,0.158392638,0.1660098433,0.0,0.0,0.0317469686,0.0318649858,0.0268619545,0.0269275811,0.0184489246,0.0127021978,0.1735364348,0.1195559427,0.0554991663,0.0588940755,0.0122271935,0.0112356888,0.014264958,0.0156052765,0.095388256,0.0953235105,0.0250131451,0.0,0.0,0.0198254883,0.0327656828,0.0332258381,0.0570907369,0.0621052533,8.4e-09,0.0,0.0,0.0,-0.0134384679,0.0254639704,-0.0003422605,0.055858355,0.0254840236,0.0014230628
97,06:10:17:55.438,61,0.0099081658,0.0318169706,0.0907722041,0.0,0.0,0.0492169075,0.0,0.0099118492,0.03183024,0.0226291977,0.0,0.0,0.0492160134,0.0,0.0076904874,0.0035163222,0.0,0.0142160999,0.0139008854,0.0105849849,0.0279511567,0.0,0.0003590811,0.1632646471,0.1693730652,0.0,0.0,0.0321434811,0.0322685875,0.0270672645,0.0271657426,0.0187848415,0.0128435809,0.1743113101,0.120094955,0.0556770787,0.0591454469,0.0124193346,0.0113905584,0.0144543368,0.0157822035,0.0975626186,0.0974851698,0.0253601298,0.0,0.0,0.0198349301,0.0347917341,0.0350210071,0.0574003942,0.062517263,1.76e-08,0.0,0.0,0.0,-0.0138207776,0.0194458477,-0.0002687821,0.0554391034,0.0194657948,0.0010787493
98,06:10:17:56.439,61,0.0088731246,0.0283472333,0.0912306309,0.0,0.0,0.0536978878,0.0,0.0088753551,0.0283562113,0.0221466292,0.0,0.0,0.0536963828,0.0,0.007892238,0.0032109269,0.0,0.0145671526,0.0142240301,0.0108377282,0.0280633718,0.0,0.0003345294,0.166506052,0.1725665927,0.0,0.0,0.0326577164,0.0327901877,0.0273029711,0.0274159685,0.0192330703,0.0130443582,0.175159499,0.1206635609,0.0560839325,0.0596416593,0.0126640396,0.0115927374,0.0146967061,0.0160171818,0.103238754,0.1031266302,0.025698198,0.0,0.0,0.0199513398,0.0374345109,0.0374845639,0.0579472892,0.0632546172,1.82e-08,0.0,0.0,0.0,-0.0135265775,0.017323412,-0.0002343427,0.0557212643,0.0173432585,0.0009659849
99,06:10:17:57.441,61,0.0080133937,0.0278365314,0.0922309235,0.0,0.0,0.0557034202,0.0,0.0080147851,0.0278458986,0.0212475527,0.0,0.0,0.0557018109,0.0,0.0080351988,0.0030406089,0.0,0.0147839133,0.014415116,0.0109787267,0.0280818008,0.0,0.0003408314,0.1681212783,0.1748966128,0.0,0.0,0.0331242532,0.0332598239,0.0274884757,0.0276021846,0.0195461866,0.0131664462,0.1757785231,0.1211759746,0.0563027859,0.0599556901,0.0128166992,0.0117152957,0.0148601318,0.016180886,0.1053376049,0.1052183211,0.0259556174,0.0,0.0,0.0199798439,0.038560275,0.0385867767,0.0582355969,0.0636599436,1.79e-08,0.0,0.0,0.0,-0.0129775144,0.017011527,-0.0002207824,0.0563325174,0.0170313884,0.0009590062
100,06:10:17:58.443,61,0.0073390463,0.0318189226,0.0937828869,0.0,0.0,0.0580305718,0.0,0.0073400228,0.0318362899,0.0198550057,0.0,0.0,0.0580295771,0.0,0.008187199,0.0030739843,0.0,0.0149819246,0.0145845711,0.0112148821,0.0282595195,0.0,0.0004303956,0.1687550843,0.1762022376,0.0,0.0,0.0337243564,0.0338703133,0.0276982337,0.0277909134,0.0197979063,0.0133309858,0.1764746457,0.1216361299,0.0567691624,0.0605562888,0.0129635641,0.0118367067,0.01498756,0.0163198821,0.1118951738,0.1117993295,0.0261166077,0.0,0.0,0.0201888606,0.0393773839,0.0394662879,0.0585355721,0.0640782043,1.51e-08,0.0,0.0,0.0,-0.0121264402,0.0194491148,-0.0002358725,0.0572778806,0.019469006,0.0011146741
101,06:10:17:59.444,61,0.0070074587,0.0341901667,0.0915623754,0.0,0.0,0.0595337823,0.0,0.0070101996,0.0342079252,0.0220269132,0.0,0.0,0.0595338605,0.0,0.0082991645,0.0032117669,0.0,0.0151197752,0.0147022568,0.0114056021,0.028328985,0.0,0.0004773222,0.1688912809,0.177132681,0.0,0.0,0.0343228765,0.0344566256,0.0278896671,0.0279363133,0.0199595038,0.0134762572,0.1766735464,0.1217258498,0.057099402,0.0610225499,0.0130970981,0.0119453073,0.0150682228,0.016418878,0.1150394902,0.11496941,0.0261871852,0.0,0.0,0.0203575026,0.0398689583,0.0400775746,0.058828339,0.0644821301,6.6e-09,0.0,0.0,0.0,-0.0134525392,0.0208983254,-0.000281168,0.0559200644,0.0209182911,0.0011693126
102,06:10:18:00.446,61,0.007144222,0.0360231958,0.0909497067,0.0,0.0,0.0604223646,0.0,0.0071499222,0.0360427089,0.0225603674,0.0,0.0,0.0604230836,0.0,0.0083829779,0.0033903995,0.0,0.015211191,0.0147742499,0.0115250107,0.0282571167,0.0,0.0005508022,0.1685864627,0.1777361333,0.0,0.0,0.0348838344,0.0350086465,0.0280424599,0.028043624,0.0200832505,0.013602538,0.1765158176,0.1216020137,0.057365533,0.0614185706,0.0132135144,0.0120442342,0.0151150934,0.0164939947,0.1164750829,0.1164160669,0.0261997376,0.0,0.0,0.020486623,0.0400525257,0.0404202156,0.0591194481,0.0649034977,5.8e-09,0.0,0.0,0.0,-0.0137780048,0.0220193267,-0.0003034219,0.0555445589,0.0220393147,0.0012237323
103,06:10:18:01.447,61,0.0075613493,0.0369056575,0.0908291563,0.0,0.0,0.06086611,0.0,0.007568988,0.0369263403,0.0226299707,0.0,0.0,0.0608674698,0.0,0.0084477924,0.0036251009,0.0,0.0152974026,0.0148420464,0.0116096344,0.0280931015,0.0,0.0005889351,0.1681073755,0.1782249957,0.0,0.0,0.0354330577,0.0355370641,0.0281856228,0.0281249881,0.0201965012,0.0137494924,0.1730889231,0.1201886833,0.0574730337,0.061637871,0.0133558409,0.0121685648,0.0151241645,0.0165335033,0.1167367101,0.1166854128,0.0263342597,0.0,0.0,0.0205790624,0.0401009806,0.0406497344,0.0593945086,0.0652999803,3.6e-09,0.0,0.0,0.0,-0.0138203464,0.0225591734,-0.0003118186,0.0554702654,0.0225791167,0.0012520396
104,06:10:18:02.449,61,0.0082638087,0.0399339646,0.0903528035,0.0,0.0,0.0609390512,0.0,0.0082753291,0.0399581641,0.0230602697,0.0,0.0,0.0609409101,0.0,0.0084884102,0.0039145574,0.0,0.0153402863,0.0148749826,0.0116308164,0.0278344303,0.0,0.000668191,0.1673754603,0.1786463112,0.0,0.0,0.0359226838,0.0360156447,0.0282913316,0.0281682555,0.0202709455,0.01388082,0.169012785,0.1180835813,0.057457339,0.061711669,0.0134930871,0.0122893713,0.0151117649,0.0165535174,0.1165496111,0.1165041775,0.0263765473,0.0,0.0,0.0206151996,0.0399478599,0.0406750999,0.0596860796,0.0657224134,4.1e-09,0.0,0.0,0.0,-0.0140825221,0.0244114771,-0.0003438321,0.055176951,0.0244314652,0.0013476372
105,06:10:18:03.451,61,0.0094041089,0.0444686264,0.090419881,0.0,0.0,0.0608344078,0.0,0.0094187967,0.0444992632,0.02297277,0.0,0.0,0.0608366504,0.0,0.0085025104,0.0042152498,0.0,0.0153512126,0.0148877669,0.0116209192,0.0275659487,0.0,0.0007528582,0.1658246219,0.178872481,0.0,0.0,0.0362843089,0.0363721177,0.0283673853,0.0281921141,0.0203027353,0.0139735797,0.1662997156,0.116568163,0.0573645495,0.0616996549,0.0136033241,0.0123863015,0.0150886374,0.0165616646,0.1161416173,0.116100885,0.0263977982,0.0,0.0,0.0206150897,0.0397232845,0.0406171679,0.0599371567,0.066096589,3.9e-09,0.0,0.0,0.0,-0.0140280817,0.0271857269,-0.0003814451,0.055213958,0.02720581,0.0015017468
106,06:10:18:04.452,61,0.0102782352,0.0478745475,0.0902098119,0.0,0.0,0.0606599003,0.0,0.0102988752,0.0479094796,0.0231980048,0.0,0.0,0.0606625751,0.0,0.0085073495,0.0045229541,0.0,0.0153623633,0.0149068004,0.0116208671,0.0273349583,0.0,0.0008375214,0.1642498672,0.1790308803,0.0,0.0,0.0365297347,0.0366180353,0.0284323543,0.0282069221,0.0203156099,0.0140514513,0.164086163,0.1152350977,0.0572619289,0.0616656542,0.0136957383,0.0124674831,0.0150618143,0.0165676698,0.115626201,0.1155897602,0.0264135804,0.0,0.0,0.0206232239,0.0395130254,0.0405731313,0.0601664633,0.066454269,3.2e-09,0.0,0.0,0.0,-0.0141647886,0.0292691756,-0.0004146962,0.0550824516,0.0292893294,0.0016129724
107,06:10:18:05.454,61,0.0107428962,0.0478140526,0.089667514,0.0,0.0,0.0604199804,0.0,0.0107664941,0.0478478111,0.0237588454,0.0,0.0,0.0604230911,0.0,0.0085140392,0.0048113326,0.0,0.0153731303,0.0149157867,0.0116199711,0.0271504838,0.0,0.0008288221,0.1633035243,0.1791618466,0.0,0.0,0.0367578603,0.0368339121,0.0284832362,0.0281954147,0.0202985946,0.0141364373,0.1622804403,0.1139114648,0.0571440198,0.0616191924,0.0137634352,0.012524005,0.0149929943,0.0165220909,0.1137114763,0.1136893928,0.0264761243,0.0,0.0,0.0206596311,0.0393009372,0.0405139402,0.0602249242,0.0666301996,4.6e-09,0.0,0.0,0.0,-0.0145072537,0.0292316452,-0.0004241768,0.054751385,0.0292517915,0.0016012315
108,06:10:18:06.455,61,0.0107314922,0.04866568,0.0894535556,0.0,0.0,0.0604010597,0.0,0.0107578905,0.0487002209,0.024043601,0.0,0.0,0.0604044348,0.0,0.0085213482,0.0049884147,0.0,0.0153590785,0.0148990676,0.011623187,0.0270548537,0.0,0.000864553,0.1609466523,0.1788337231,0.0,0.0,0.0368953682,0.0369573683,0.0285185017,0.0281848479,0.0202560183,0.0141802263,0.1615999341,0.113350451,0.0571457557,0.06169926,0.0137770651,0.0125336414,0.0149301738,0.0164746698,0.1134138256,0.1133968085,0.0263999235,0.0,0.0,0.020727586,0.0391358808,0.0404747948,0.0602363758,0.0667201802,5.6e-09,0.0,0.0,0.0,-0.0146809025,0.0297524799,-0.0004369066,0.0546199046,0.0297725871,0.0016258464
109,06:10:18:07.457,61,0.010485827,0.0491679907,0.089727737,0.0,0.0,0.060322281,0.0,0.0105133709,0.0492037013,0.0238226689,0.0,0.0,0.0603257641,0.0,0.0085418057,0.0050485176,0.0,0.0153481187,0.0148789808,0.011609369,0.0269943494,0.0,0.0009043019,0.1601230949,0.1787718683,0.0,0.0,0.0370985307,0.0371531583,0.028541442,0.0281810742,0.020225659,0.0142314369,0.1613554806,0.1130589023,0.0571434125,0.0617643408,0.0137905311,0.0125388671,0.0148828663,0.0164379813,0.1132706851,0.1132567897,0.0263585318,0.0,0.0,0.0207728185,0.0390007533,0.0404374115,0.0601429939,0.0667059645,5.3e-09,0.0,0.0,0.0,-0.0145458663,0.03006001,-0.0004373652,0.0547868125,0.0300801639,0.0016476676
110,06:10:18:08.458,61,0.0098186815,0.0482761636,0.090667814,0.0,0.0,0.0605141371,0.0,0.0098390048,0.0483124591,0.0229475144,0.0,0.0,0.060517624,0.0,0.0085873883,0.0050396896,0.0,0.0153666046,0.0148800155,0.0116545102,0.0270682238,0.0,0.0008989655,0.159988299,0.1789077818,0.0,0.0,0.0374161787,0.0374572761,0.0286228489,0.0282443073,0.0202482324,0.0142879076,0.1638068408,0.1133577973,0.057304211,0.0619946308,0.0138127794,0.0125513999,0.014884158,0.0164425839,0.1136285365,0.1136153415,0.0263697542,0.0,0.0,0.0208688881,0.0390791968,0.040574979,0.0601147413,0.0667368621,5e-09,0.0,0.0,0.0,-0.0140117342,0.0295152999,-0.0004136671,0.0553617105,0.0295354966,0.0016347745
111,06:10:18:09.460,61,0.009150913,0.0455507226,0.0930188447,0.0,0.0,0.0611853153,0.0,0.0091685811,0.0455876067,0.0206879228,0.0,0.0,0.0611884855,0.0,0.0086580208,0.0050030397,0.0,0.0154316202,0.0149331605,0.0117718391,0.0272200666,0.0,0.0009573919,0.1604117155,0.1792952418,0.0,0.0,0.0377644226,0.037811324,0.0287450179,0.0283723325,0.0203256756,0.0143484436,0.1681452096,0.1143516898,0.0575716347,0.0623219237,0.0138655752,0.0125940396,0.0149528813,0.016514143,0.1163337454,0.1162977964,0.0263934843,0.0,0.0,0.0209804364,0.0393660218,0.0408870541,0.0602420904,0.066918321,2.9e-09,0.0,0.0,0.0,-0.0126326354,0.0278501119,-0.0003519019,0.0567999594,0.0278703105,0.00158259
112,06:10:18:10.462,61,0.0084830523,0.0387862995,0.0954599604,0.0,0.0,0.0628455952,0.0,0.0084987581,0.0388171338,0.018289106,0.0,0.0,0.0628481209,0.0,0.0087951552,0.0050807977,0.0,0.0155884735,0.0150713949,0.0120040393,0.0274390765,0.0,0.0010090924,0.1636525542,0.1832587272,0.0,0.0,0.0382122956,0.0382780805,0.0289426483,0.0285493135,0.0205550287,0.0144645739,0.1749665886,0.1168825477,0.0580313168,0.0628561899,0.0139916595,0.0126954811,0.0150932306,0.0166672096,0.1174596176,0.1174133271,0.0265816059,0.0,0.0,0.0211756807,0.0400811583,0.0416885056,0.0605145842,0.0672910661,1.5e-09,0.0,0.0,0.0,-0.0111690406,0.0237135198,-0.0002649014,0.0582967885,0.0237335283,0.0013830638
113,06:10:18:11.463,61,0.0078398818,0.0316741206,0.095341146,0.0,0.0,0.0642035007,0.0,0.0078540398,0.0316930525,0.0183601454,0.0,0.0,0.0642054379,0.0,0.0089460099,0.0050713471,0.0,0.015793737,0.0152614173,0.012237478,0.0276167281,0.0,0.0009565382,0.1692088395,0.1868538111,0.0,0.0,0.0386292413,0.038704671,0.0291676614,0.0287525821,0.0208478458,0.0145826917,0.1775033474,0.1180562302,0.0583678111,0.0632473677,0.0141662471,0.0128336623,0.0152594736,0.0168376863,0.1179042608,0.1178516299,0.0268782694,0.0,0.0,0.02130544,0.0408223011,0.0424061418,0.0608077906,0.0676755533,2.8e-09,0.0,0.0,0.0,-0.011213474,0.0193614028,-0.0002171312,0.0582296923,0.0193814747,0.0011280803
