FaceBlendShape.EyeBlinkLeft,FaceBlendShape.EyeLookDownLeft,FaceBlendShape.EyeLookInLeft,FaceBlendShape.EyeLookOutLeft,FaceBlendShape.EyeLookUpLeft,FaceBlendShape.EyeSquintLeft,FaceBlendShape.EyeWideLeft,FaceBlendShape.EyeBlinkRight,FaceBlendShape.EyeLookDownRight,FaceBlendShape.EyeLookInRight,FaceBlendShape.EyeLookOutRight,FaceBlendShape.EyeLookUpRight,FaceBlendShape.EyeSquintRight,FaceBlendShape.EyeWideRight,FaceBlendShape.JawForward,FaceBlendShape.JawRight,FaceBlendShape.JawLeft,FaceBlendShape.JawOpen,FaceBlendShape.MouthClose,FaceBlendShape.MouthFunnel,FaceBlendShape.MouthPucker,FaceBlendShape.MouthRight,FaceBlendShape.MouthLeft,FaceBlendShape.MouthSmileLeft,FaceBlendShape.MouthSmileRight,FaceBlendShape.MouthFrownLeft,FaceBlendShape.MouthFrownRight,FaceBlendShape.MouthDimpleLeft,FaceBlendShape.MouthDimpleRight,FaceBlendShape.MouthStretchLeft,FaceBlendShape.MouthStretchRight,FaceBlendShape.MouthRollLower,FaceBlendShape.MouthRollUpper,FaceBlendShape.MouthShrugLower,FaceBlendShape.MouthShrugUpper,FaceBlendShape.MouthPressLeft,FaceBlendShape.MouthPressRight,FaceBlendShape.MouthLowerDownLeft,FaceBlendShape.MouthLowerDownRight,FaceBlendShape.MouthUpperUpLeft,FaceBlendShape.MouthUpperUpRight,FaceBlendShape.BrowDownLeft,FaceBlendShape.BrowDownRight,FaceBlendShape.BrowInnerUp,FaceBlendShape.BrowOuterUpLeft,FaceBlendShape.BrowOuterUpRight,FaceBlendShape.CheekPuff,FaceBlendShape.CheekSquintLeft,FaceBlendShape.CheekSquintRight,FaceBlendShape.NoseSneerLeft,FaceBlendShape.NoseSneerRight,FaceBlendShape.TongueOut,FaceBlendShape.HeadYaw,FaceBlendShape.HeadPitch,FaceBlendShape.HeadRoll,FaceBlendShape.LeftEyeYaw,FaceBlendShape.LeftEyePitch,FaceBlendShape.LeftEyeRoll,FaceBlendShape.RightEyeYaw,FaceBlendShape.RightEyePitch,FaceBlendShape.RightEyeRoll
1.63348e-05,0.183277577,0.131621182,0.0,0.0,0.010017891,0.117301069,1.62557e-05,0.18378906,0.0,0.011066732,0.0,0.010018153,0.117424116,0.003936047,0.00208751,0.0,0.006300822,0.00548667,0.004003662,0.033052478,0.002298827,0.0,0.038366046,0.031397365,0.0,0.0,0.021843663,0.023042733,0.019854691,0.022176866,0.013934618,0.008236887,0.140454337,0.11347191,0.059208933,0.056044191,0.005234785,0.005149563,0.011621509,0.011515218,0.0,0.0,0.019319726,0.011659576,0.012132937,0.017076707,0.013091113,0.01382237,0.045796573,0.050187975,7.1e-09,0.061455771,0.166226671,-0.033188373,0.006717721,0.112272896,0.000757397,0.07989835,0.112317719,0.009002101
1.5033e-05,0.18263261,0.130659536,0.0,0.0,0.010011557,0.116048262,1.49603e-05,0.183134139,0.0,0.010134406,0.0,0.010011815,0.116172805,0.003921964,0.002080606,0.0,0.006296916,0.005487981,0.004019778,0.033136088,0.002257299,0.0,0.0378347,0.030881828,0.0,0.0,0.021748703,0.022944726,0.019809801,0.022126988,0.013922152,0.008231844,0.140279248,0.113338247,0.059255779,0.056088984,0.005226232,0.005142834,0.01161449,0.011507593,0.0,0.0,0.01935027,0.011895279,0.012374442,0.017101809,0.013077797,0.013803015,0.045858067,0.050222017,8.2e-09,0.060789947,0.166614485,-0.032524589,0.006152059,0.11187242,0.000691127,0.079318129,0.111917272,0.008904738
1.3835e-05,0.180552721,0.128322303,0.0,0.0,0.010025822,0.114766516,1.37681e-05,0.181028873,0.0,0.007840011,0.0,0.010026076,0.114893012,0.003909963,0.002057549,0.0,0.006296271,0.005491664,0.004035133,0.033111014,0.002279029,0.0,0.037723038,0.030654734,0.0,0.0,0.021668553,0.022861227,0.019769106,0.022082472,0.01389227,0.008237359,0.139795765,0.112899065,0.059186261,0.056017496,0.005221074,0.005138438,0.011586861,0.011478945,0.0,0.0,0.019363884,0.012062748,0.012546365,0.017105192,0.01307545,0.013795932,0.045903128,0.050228633,8.6e-09,0.05993304,0.16699306,-0.031860516,0.004759938,0.110585511,0.000528534,0.077910379,0.110630348,0.00864562
1.27325e-05,0.180440515,0.127558425,0.0,0.0,0.010030584,0.114114627,1.26709e-05,0.18091023,0.0,0.007085257,0.0,0.010030834,0.114242695,0.003898507,0.002047696,0.0,0.006294182,0.005495821,0.004049974,0.03313173,0.002315989,0.0,0.037815705,0.030627158,0.0,0.0,0.021621728,0.022810124,0.019731987,0.022041714,0.013870793,0.008240534,0.139517173,0.112627499,0.059172414,0.056002546,0.005221059,0.005139845,0.011579893,0.011468245,0.0,0.0,0.019372162,0.012244456,0.012732184,0.017124498,0.013073467,0.013789769,0.045986496,0.050275691,8.4e-09,0.058702841,0.167207294,-0.030886751,0.004301735,0.110512793,0.00047734,0.077447191,0.110557601,0.008588629
1.17178e-05,0.179733291,0.12678574,0.0,0.0,0.010045872,0.111956008,1.16611e-05,0.180194616,0.0,0.006341112,0.0,0.01004612,0.112091564,0.003881455,0.002048378,0.0,0.006287265,0.00549684,0.004063189,0.033137661,0.002334009,0.0,0.037687268,0.0303855,0.0,0.0,0.021532709,0.022718022,0.01968332,0.021992017,0.013835963,0.008237325,0.139074266,0.112232283,0.059102383,0.05592978,0.005216464,0.005135785,0.011561642,0.011448093,0.0,0.0,0.019376129,0.012431022,0.012923265,0.017129205,0.013064875,0.013777079,0.046056826,0.050305195,8.3e-09,0.05776459,0.1671362,-0.02986015,0.003850122,0.110075451,0.000425523,0.076981746,0.110120274,0.008503076
1.0784e-05,0.179043829,0.125144228,0.0,0.0,0.0100648,0.109715134,1.07318e-05,0.179490134,0.0,0.004724772,0.0,0.010065048,0.10985402,0.003877907,0.002045766,0.0,0.006292933,0.005505774,0.004093262,0.033244114,0.002303545,0.0,0.03750534,0.030125003,0.0,0.0,0.021510057,0.02269873,0.019666039,0.021978155,0.013858809,0.008250494,0.13921608,0.112325959,0.059308052,0.056123219,0.005217416,0.00513898,0.011583136,0.011467577,0.0,0.0,0.019421933,0.012469013,0.012962502,0.017197313,0.013091113,0.013798568,0.046229687,0.050446089,8.5e-09,0.0569048,0.167074964,-0.028608723,0.002868868,0.109644756,0.000315823,0.075988606,0.109689489,0.008360495
9.9246e-06,0.17855753,0.124012917,0.0,0.0,0.010092247,0.108321585,9.8766e-06,0.178993478,0.0,0.003622321,0.0,0.010092494,0.108461604,0.003874504,0.002050557,0.0,0.006292473,0.005509506,0.004112917,0.033313867,0.0022784,0.0,0.037310123,0.029861204,0.0,0.0,0.021476274,0.022666123,0.019647341,0.021960776,0.013877383,0.008253655,0.139372483,0.112458997,0.05945392,0.056266118,0.005217457,0.005140534,0.011605918,0.011488568,0.0,0.0,0.01944856,0.012497228,0.012990922,0.017230362,0.013108663,0.013810745,0.046382729,0.050553497,1.07e-08,0.055986427,0.167073608,-0.027545862,0.002199536,0.109341167,0.000241463,0.075304143,0.109385841,0.008262216
9.1337e-06,0.177074,0.121863335,0.0,0.0,0.010138381,0.107616201,9.0895e-06,0.177488893,0.0,0.001528077,0.0,0.01013863,0.107757449,0.003864727,0.002095844,0.0,0.006294918,0.005519855,0.00412757,0.033259265,0.00237958,0.0,0.037702084,0.030074129,0.0,0.0,0.021413362,0.022596266,0.019629205,0.021935208,0.013860252,0.008258345,0.13882272,0.112035833,0.059320156,0.056149509,0.005225817,0.005148092,0.011605429,0.011482367,0.0,0.0,0.019456707,0.012513875,0.01300811,0.017207982,0.013143543,0.013843942,0.046529718,0.05064467,1.09e-08,0.055323295,0.166778532,-0.026836801,0.000927968,0.108421832,0.000101008,0.0740062,0.108466424,0.008051287
8.4058e-06,0.17574212,0.119867116,0.0,0.0,0.010191578,0.106612556,8.3651e-06,0.176137686,0.000470079,0.0,0.0,0.010191824,0.106760748,0.003859197,0.002146649,0.0,0.006296524,0.00552781,0.004144051,0.033307053,0.002406362,0.0,0.037765842,0.030076388,0.0,0.0,0.021370411,0.02255219,0.019586803,0.021882763,0.013859504,0.008269275,0.138685063,0.11191912,0.059365615,0.056199957,0.005228604,0.005152677,0.011608863,0.011483684,0.0,0.0,0.019451927,0.012328514,0.01282105,0.017220832,0.013167883,0.013866885,0.046628192,0.050688952,1.07e-08,0.054523315,0.16705658,-0.025919477,-0.000285495,0.107596405,-3.08373e-05,0.072800376,0.107640982,0.0078596
7.7359e-06,0.174995095,0.118366048,0.0,0.0,0.0102442,0.105771266,7.6985e-06,0.175376803,0.001995733,0.0,0.0,0.010244447,0.105922617,0.003850241,0.002172275,0.0,0.006296753,0.005536237,0.004161436,0.033347007,0.002436295,0.0,0.037905872,0.030094143,0.0,0.0,0.021314872,0.02249342,0.019537065,0.021825885,0.013844827,0.00828119,0.138366446,0.111622624,0.05934203,0.056178927,0.005232459,0.005157697,0.01160287,0.011474236,0.0,0.0,0.019428222,0.012036247,0.012525253,0.017234502,0.013194712,0.013892939,0.046727255,0.050732542,9.8e-09,0.053641275,0.166176048,-0.02540791,-0.001212135,0.107131682,-0.000130357,0.071892262,0.107176341,0.007727973
7.1194e-06,0.173718825,0.11679937,0.0,0.0,0.010280294,0.105441995,7.085e-06,0.174085304,0.003566069,0.0,0.0,0.010280541,0.105593965,0.003832578,0.002234963,0.0,0.006295393,0.005544303,0.00416416,0.033267036,0.002474259,0.0,0.037875645,0.030089365,0.0,0.0,0.021185834,0.022355121,0.019459803,0.021729436,0.013804796,0.00828505,0.136191562,0.110469848,0.059100669,0.055959173,0.005231088,0.005156466,0.011566696,0.011439205,0.0,0.0,0.01938186,0.012043616,0.012532448,0.017193822,0.013192336,0.013893912,0.046709489,0.050663598,7.7e-09,0.053133193,0.16534754,-0.02500199,-0.002166082,0.106342919,-0.00023122,0.070946641,0.106387451,0.00756994
6.5521e-06,0.173167139,0.116633982,0.0,0.0,0.010308555,0.104959816,6.5204e-06,0.173530892,0.003743796,0.0,0.0,0.0103088,0.1051137,0.003815566,0.002256916,0.0,0.006291195,0.005548623,0.004161608,0.033162177,0.002564064,0.0,0.038160354,0.030248009,0.0,0.0,0.021102915,0.022262836,0.01937701,0.021629244,0.013757236,0.008293366,0.135016143,0.109648496,0.058830269,0.055703368,0.00523359,0.005158765,0.011526383,0.011396873,0.0,0.0,0.019325385,0.012012583,0.012501789,0.017148467,0.013182945,0.013880879,0.046675861,0.050574046,9.4e-09,0.052510344,0.164781474,-0.024576604,-0.002274117,0.106004283,-0.000241973,0.070848726,0.106048845,0.007535269
6.0299e-06,0.173373997,0.116528735,0.0,0.0,0.010317314,0.104766756,6.0007e-06,0.173737556,0.003877035,0.0,0.0,0.010317554,0.104922004,0.003794137,0.002288449,0.0,0.006291246,0.00555947,0.00416096,0.033094242,0.002621332,0.0,0.038335033,0.03037644,0.0,0.0,0.020987028,0.022135446,0.019277668,0.021511182,0.013703365,0.008297033,0.133552522,0.108594686,0.058501411,0.055395093,0.005236591,0.005160411,0.011487095,0.011355138,0.0,0.0,0.019276317,0.012054935,0.012546283,0.017097699,0.013170446,0.013868731,0.046619538,0.050458293,1.22e-08,0.052264955,0.163185918,-0.024484459,-0.002355021,0.106130533,-0.000250882,0.070783861,0.106175035,0.007537407
5.5494e-06,0.172481969,0.115965493,0.0,0.0,0.010341385,0.104596458,5.5225e-06,0.172838897,0.004450809,0.0,0.0,0.010341623,0.104753025,0.003772575,0.00233509,0.0,0.006283664,0.005563453,0.004155451,0.03301397,0.002657021,0.0,0.03854309,0.030572677,0.0,0.0,0.020891136,0.022031006,0.0191922,0.021407105,0.013649681,0.008296324,0.132670999,0.107858598,0.058188953,0.055107292,0.005237683,0.005161937,0.011447099,0.011314701,0.0,0.0,0.019203916,0.012044033,0.012535183,0.017053288,0.013154385,0.013856109,0.046570249,0.050361387,1.35e-08,0.052291151,0.16197449,-0.024160389,-0.002703704,0.105581679,-0.000286527,0.070445798,0.105626211,0.007462405
5.1071e-06,0.171178386,0.114910826,0.0,0.0,0.010376008,0.104737699,5.0824e-06,0.171524182,0.005511482,0.0,0.0,0.010376245,0.104895391,0.003750393,0.002398451,0.0,0.006277192,0.005570266,0.004150575,0.032885514,0.002704251,0.0,0.038872879,0.030896876,0.0,0.0,0.020775268,0.021906128,0.019107925,0.021304512,0.013585693,0.008294318,0.131185412,0.106680237,0.057797246,0.054744836,0.005241395,0.005164356,0.011400393,0.011268106,0.0,0.0,0.019138318,0.01216387,0.012657864,0.016999409,0.01314281,0.013849014,0.046505868,0.05025778,1.4e-08,0.052125163,0.160508004,-0.023586001,-0.003348309,0.104778774,-0.000352121,0.069811001,0.104823194,0.007338636
4.7001e-06,0.170153469,0.114311948,0.0,0.0,0.010430322,0.105292514,4.6774e-06,0.170492053,0.00612549,0.0,0.0,0.01043056,0.105450802,0.003740224,0.002454211,0.0,0.00627573,0.005578191,0.004152239,0.032807861,0.002739596,0.0,0.039231341,0.031275932,0.0,0.0,0.020719919,0.021843253,0.019062266,0.021243095,0.013554907,0.00829819,0.130620316,0.106155932,0.057580382,0.054548889,0.005250664,0.005172995,0.011384231,0.011251956,0.0,0.0,0.019108411,0.012126504,0.012619833,0.01697476,0.013158161,0.013870616,0.04648808,0.050208751,1.32e-08,0.052014083,0.158765175,-0.023101637,-0.003721575,0.104148395,-0.000389003,0.069451727,0.104192957,0.007256716
4.3256e-06,0.169017702,0.114295438,0.0,0.0,0.010490825,0.105877817,4.3046e-06,0.169353545,0.006140132,0.0,0.0,0.010491064,0.106037155,0.003730609,0.002558893,0.0,0.006276759,0.005588302,0.004156211,0.032737359,0.00276368,0.0,0.039459165,0.031575069,0.0,0.0,0.020639107,0.02175553,0.019014344,0.021177404,0.013517846,0.008301525,0.130053699,0.105608039,0.057325915,0.054321513,0.005258888,0.005179706,0.011358643,0.011228728,0.0,0.0,0.019069057,0.012157241,0.012652371,0.016951555,0.013171797,0.013893032,0.046447225,0.050143085,1.13e-08,0.052094929,0.157593214,-0.02266668,-0.00373074,0.103452943,-0.000387338,0.069446713,0.103497408,0.007207408
3.9809e-06,0.168442011,0.11401052,0.0,0.0,0.010549209,0.106575511,3.9616e-06,0.168774352,0.006450462,0.0,0.0,0.01054945,0.106738076,0.003725214,0.002675968,0.0,0.006273794,0.005594122,0.004155275,0.032698929,0.002784634,0.0,0.039496541,0.031735756,0.0,0.0,0.020572854,0.021681652,0.018970782,0.021112735,0.013485557,0.008300068,0.129765645,0.105295293,0.05714545,0.054169953,0.005265793,0.005184996,0.011335982,0.011208881,0.0,0.0,0.019021012,0.012046557,0.012541106,0.016931592,0.013173332,0.01390557,0.046384178,0.050057225,9.9e-09,0.052306086,0.156456657,-0.022226337,-0.00391944,0.10309919,-0.000405528,0.069276117,0.103143655,0.007164982
3.6636e-06,0.166984648,0.113971524,0.0,0.0,0.010620479,0.10868825,3.6459e-06,0.167313471,0.006482444,0.0,0.0,0.010620727,0.108857729,0.003726456,0.002792571,0.0,0.006273874,0.005603177,0.004160767,0.032683715,0.002871919,0.0,0.039656069,0.031926945,0.0,0.0,0.020514706,0.021610268,0.018950667,0.021075582,0.013458693,0.008297554,0.12960662,0.105081923,0.056997497,0.054045074,0.005276249,0.005192729,0.011323669,0.011195145,0.0,0.0,0.018990997,0.011976573,0.012472231,0.016923651,0.01318751,0.01393197,0.046330787,0.049984157,9.5e-09,0.052445915,0.155209389,-0.02200087,-0.003939235,0.102206796,-0.000404023,0.069258772,0.10225112,0.007100772
3.3717e-06,0.165416241,0.113931909,0.0,0.0,0.010707294,0.110274933,3.3553e-06,0.165740967,0.006491222,0.0,0.0,0.010707552,0.11044845,0.003736363,0.002927705,0.0,0.006274506,0.005609023,0.004169821,0.032711644,0.00294671,0.0,0.039627124,0.031995062,0.0,0.0,0.0205089,0.021592533,0.018957838,0.021061258,0.013460716,0.008301057,0.129816473,0.105189614,0.056995194,0.054062799,0.00528698,0.005201613,0.011321225,0.011192443,0.0,0.0,0.019008543,0.012017769,0.012517537,0.016939126,0.013208604,0.013962743,0.046268087,0.049916558,8e-09,0.052579753,0.154374168,-0.021954618,-0.003944956,0.101246186,-0.000400781,0.069241472,0.101290591,0.007031856
3.103e-06,0.164410248,0.114475109,0.0,0.0,0.010801482,0.11395172,3.088e-06,0.164736539,0.005925368,0.0,0.0,0.010801753,0.114126675,0.003752278,0.003055691,0.0,0.00627417,0.005611743,0.004173852,0.032757208,0.003048183,0.0,0.039674673,0.032077648,0.0,0.0,0.020537067,0.021608094,0.018997263,0.021083668,0.013480814,0.008297685,0.130334497,0.105584048,0.057042886,0.054133091,0.005299567,0.005211504,0.011337618,0.011206222,0.0,0.0,0.01906451,0.012162779,0.012667811,0.016943995,0.013241487,0.014004979,0.046231974,0.04987707,7.1e-09,0.052371562,0.153412436,-0.021628175,-0.00360129,0.100632481,-0.000363634,0.069575913,0.100676917,0.007022666
2.8557e-06,0.162526682,0.114539385,0.0,0.0,0.010915154,0.115460903,2.8419e-06,0.162849262,0.005830288,0.0,0.0,0.010915436,0.115637057,0.00376801,0.003169168,0.0,0.006267663,0.005607985,0.004174326,0.032808133,0.003104124,0.0,0.039346773,0.031839129,0.0,0.0,0.020543771,0.021603352,0.01902053,0.021089355,0.013498329,0.008293134,0.130877048,0.106033124,0.057132162,0.054238126,0.005306791,0.005217135,0.01134306,0.011211013,0.0,0.0,0.019109497,0.012273879,0.012783934,0.016954271,0.01326053,0.014028972,0.046165451,0.049810387,7.3e-09,0.052268978,0.153072797,-0.021392103,-0.003543912,0.099479593,-0.000353714,0.069623023,0.099523813,0.006946391
2.6281e-06,0.161234215,0.114168063,0.0,0.0,0.011025185,0.116913855,2.6154e-06,0.161550939,0.006182187,0.0,0.0,0.011025478,0.117091872,0.003788959,0.003306839,0.0,0.006263516,0.005606892,0.004172053,0.032834679,0.003185971,0.0,0.039139915,0.031703819,0.0,0.0,0.020561796,0.021607198,0.019058023,0.021107713,0.01352398,0.008285,0.131431043,0.106497549,0.05716899,0.05430634,0.005318796,0.005226689,0.011353573,0.011221167,0.0,0.0,0.019154726,0.012389792,0.012904103,0.016939247,0.013281317,0.014056391,0.046096325,0.04972868,6.9e-09,0.052188721,0.152572379,-0.021119209,-0.003758109,0.098686561,-0.000372083,0.069402762,0.098730847,0.006868919
2.4187e-06,0.160682723,0.113989234,0.0,0.0,0.011147231,0.117942914,2.407e-06,0.160996914,0.006366026,0.0,0.0,0.011147537,0.118121922,0.003809487,0.003430048,0.0,0.006252597,0.005599585,0.004163397,0.032848522,0.003240574,0.0,0.038856804,0.031545591,0.0,0.0,0.020585131,0.021618696,0.019102441,0.021134099,0.013550619,0.008269953,0.132086054,0.107080452,0.057205807,0.054375999,0.005330007,0.005236483,0.01137118,0.011240742,0.0,0.0,0.019199798,0.012396297,0.012910733,0.01691268,0.013308713,0.014090699,0.046041146,0.049655162,7.7e-09,0.051883631,0.151441925,-0.020247836,-0.003869992,0.098348163,-0.000381838,0.069296375,0.098392397,0.006834745
2.2259e-06,0.157880783,0.11346025,0.0,0.0,0.011289977,0.118588142,2.2152e-06,0.158184633,0.006875975,0.0,0.0,0.011290295,0.118768878,0.003820727,0.00357305,0.0,0.006245354,0.005597608,0.004154916,0.032811239,0.003331008,0.0,0.038788624,0.031592045,0.0,0.0,0.020573771,0.021593006,0.019115575,0.021121476,0.013542795,0.008263127,0.132215142,0.107196972,0.057063486,0.054277796,0.005341752,0.005246032,0.011357128,0.011229423,0.0,0.0,0.019233223,0.012553239,0.013072836,0.016864291,0.013333678,0.014122166,0.045945458,0.049541153,7.8e-09,0.051707231,0.150375415,-0.019840878,-0.004180699,0.09663035,-0.000405243,0.068986334,0.096674554,0.006684673
2.0485e-06,0.155680105,0.112126082,0.0,0.0,0.011421378,0.11903511,2.0386e-06,0.155969501,0.008199169,0.0,0.0,0.011421708,0.119218275,0.003826923,0.00373837,0.0,0.006241362,0.005602147,0.0041488,0.032735087,0.003441436,0.0,0.038850043,0.031738784,0.0,0.0,0.020520687,0.021524428,0.019104686,0.021082887,0.013511973,0.008258156,0.13193804,0.106957033,0.056795016,0.054057684,0.005353048,0.005255107,0.011323907,0.011197186,0.0,0.0,0.019212786,0.012669442,0.01319405,0.016808722,0.01335197,0.014149006,0.045841172,0.049405322,7.3e-09,0.050974067,0.148469743,-0.01947715,-0.004985872,0.095277548,-0.000476482,0.068183951,0.095321737,0.006514028
1.8853e-06,0.153003648,0.110599645,0.0,0.0,0.011556389,0.120418087,1.8762e-06,0.153276652,0.009742241,0.0,0.0,0.011556733,0.12061058,0.003832497,0.00393789,0.0,0.006242137,0.005612772,0.004146666,0.032652579,0.003569951,0.0,0.038806625,0.031766281,0.0,0.0,0.020419383,0.021404572,0.019088395,0.021035576,0.013472396,0.008249533,0.131426528,0.106525831,0.056439806,0.053752434,0.005364775,0.005263612,0.011281604,0.011155526,0.0,0.0,0.019188309,0.012913456,0.013448002,0.016749401,0.01337552,0.014181687,0.045716949,0.049237624,6.4e-09,0.049761273,0.146790654,-0.01915638,-0.005925129,0.093633041,-0.000556412,0.067266144,0.093677081,0.006314945
1.735e-06,0.150232539,0.10973081,0.0,0.0,0.011716411,0.121217713,1.7266e-06,0.150493637,0.010579562,0.0,0.0,0.011716766,0.121415548,0.003837168,0.004126509,0.0,0.006249209,0.005631678,0.004148995,0.032563277,0.003686822,0.0,0.038869932,0.031833716,0.0,0.0,0.020295562,0.021261785,0.019060617,0.020980405,0.013430618,0.008245411,0.130579054,0.10594406,0.056018271,0.053381197,0.00537815,0.005273614,0.011239529,0.011111827,0.0,0.0,0.01918963,0.013171103,0.013718764,0.016670026,0.013417455,0.014228057,0.045601092,0.049059693,5.1e-09,0.048287589,0.144375362,-0.019196445,-0.006435396,0.09193325,-0.000593295,0.066748239,0.091977224,0.006152042
1.5968e-06,0.146716163,0.107642159,0.0,0.0,0.011884482,0.122261912,1.589e-06,0.146955997,0.012647102,0.0,0.0,0.011884858,0.122471161,0.003842738,0.004320138,0.0,0.006256607,0.005651041,0.004150959,0.032443155,0.003851145,0.0,0.038905427,0.031824786,0.0,0.0,0.020172032,0.0211182,0.019035902,0.020924915,0.013401829,0.008242428,0.129910812,0.105412021,0.05562583,0.053031083,0.005394542,0.005286609,0.011204824,0.011072826,0.0,0.0,0.01921474,0.013477977,0.014040262,0.016592203,0.013464759,0.014284422,0.045503918,0.048889924,3.9e-09,0.046907961,0.14219099,-0.019185485,-0.007694566,0.089772984,-0.000692619,0.065490566,0.089816868,0.005893743
1.4695e-06,0.14412576,0.106650136,0.0,0.0,0.012076686,0.122980997,1.4624e-06,0.144353896,0.013623429,0.0,0.0,0.012077086,0.123196334,0.003855127,0.004473637,0.0,0.006262981,0.005665653,0.004154728,0.032385986,0.003962166,0.0,0.038787302,0.031659234,0.0,0.0,0.020094156,0.021022441,0.019021232,0.020884953,0.013392606,0.008244921,0.129602626,0.105171032,0.055383954,0.052827135,0.005412062,0.005301909,0.011181844,0.011048971,0.0,0.0,0.019253368,0.013601117,0.014172569,0.016538531,0.013517709,0.014344284,0.045424637,0.048746828,2.4e-09,0.045212779,0.139486332,-0.019136511,-0.008289744,0.088183828,-0.000732914,0.064896181,0.08822763,0.005736447
1.3524e-06,0.143713608,0.106548712,0.0,0.0,0.012259227,0.12337558,1.3459e-06,0.143940374,0.013717962,0.0,0.0,0.012259653,0.123596579,0.00387259,0.004623243,0.0,0.006262842,0.005670762,0.00415396,0.032375578,0.004057829,0.0,0.038643085,0.031485502,0.0,0.0,0.020084262,0.020995909,0.019018814,0.020858457,0.013405087,0.008247166,0.129760519,0.105311886,0.055297039,0.0527707,0.005430303,0.005318297,0.011178361,0.011045118,0.0,0.0,0.019278288,0.013468351,0.014041872,0.016499411,0.013564605,0.014397101,0.045375846,0.048639678,1.8e-09,0.044580046,0.137200844,-0.018768607,-0.008347453,0.087931246,-0.000735891,0.064835906,0.087974973,0.00571463
1.2446e-06,0.142276347,0.105399825,0.0,0.0,0.012415493,0.124023594,1.2386e-06,0.142492756,0.014856723,0.0,0.0,0.012415942,0.124248177,0.003889271,0.004737902,0.0,0.006265942,0.005678576,0.004153856,0.032359209,0.004165174,0.0,0.038680233,0.031452082,0.0,0.0,0.020092404,0.020986579,0.019027507,0.020847453,0.013415828,0.008249623,0.129868507,0.105388299,0.055166602,0.052675352,0.005451257,0.005337579,0.011176366,0.011040974,0.0,0.0,0.019322626,0.013509093,0.014086159,0.016461121,0.013610921,0.014448888,0.045330085,0.048535239,2.2e-09,0.044374388,0.135687274,-0.018303093,-0.009041096,0.087047443,-0.000788987,0.064141743,0.087091222,0.005596451
1.1454e-06,0.140412673,0.104287505,0.0,0.0,0.012573727,0.124448523,1.1399e-06,0.140618563,0.015959336,0.0,0.0,0.012574194,0.124675453,0.003896008,0.004859448,0.0,0.006260799,0.005680441,0.00413963,0.032242831,0.004221828,0.0,0.038713306,0.03152616,0.0,0.0,0.020069353,0.020947473,0.01901041,0.020808566,0.013399167,0.008247306,0.129645273,0.105201311,0.054894883,0.052451987,0.005466402,0.005351347,0.011150931,0.011017605,0.0,0.0,0.019333305,0.013549642,0.014128879,0.016381338,0.013638343,0.014483137,0.045244116,0.048400119,3.2e-09,0.043851811,0.134380881,-0.017582165,-0.009713057,0.085903063,-0.000836427,0.063471101,0.085946724,0.00546488
1.0542e-06,0.139265016,0.103520684,0.0,0.0,0.012738393,0.124836355,1.0491e-06,0.139463663,0.016741486,0.0,0.0,0.012738882,0.12506333,0.003894764,0.004983306,0.0,0.00625398,0.005681847,0.004124126,0.032091223,0.004301625,0.0,0.038927868,0.031830721,0.0,0.0,0.020031015,0.020893822,0.018979872,0.0207507,0.013349895,0.00824875,0.128933311,0.104701847,0.054519251,0.052137241,0.005482846,0.005364354,0.011103189,0.010972909,0.0,0.0,0.019287672,0.01344737,0.014022136,0.016295718,0.013656976,0.014516914,0.045141064,0.048252113,5.5e-09,0.043849394,0.13401096,-0.016775973,-0.010189702,0.085197948,-0.000870233,0.063008204,0.085241728,0.00538036
9.702e-07,0.138126314,0.10217943,0.0,0.0,0.012880513,0.124827594,9.655e-07,0.138314635,0.018096142,0.0,0.0,0.012881018,0.125054702,0.003894741,0.005065489,0.0,0.006247783,0.005678307,0.004111231,0.031983994,0.004328861,0.0,0.038938165,0.031946506,0.0,0.0,0.020021597,0.020873213,0.018939095,0.020685807,0.013305545,0.008255594,0.128514856,0.104350612,0.054258376,0.051920466,0.005490841,0.005371978,0.011046989,0.010924066,0.0,0.0,0.01922334,0.01336622,0.013936781,0.016249178,0.013655515,0.014525138,0.045004185,0.048080873,9.1e-09,0.043186113,0.133544777,-0.015756847,-0.011014869,0.084496744,-0.000932923,0.062195525,0.084540434,0.005267153
8.928e-07,0.137546137,0.101970524,0.0,0.0,0.013008979,0.124402247,8.885e-07,0.137732118,0.018294916,0.0,0.0,0.013009502,0.124631181,0.003893595,0.00513492,0.0,0.006247858,0.005681313,0.004107967,0.031921636,0.004371437,0.0,0.038917482,0.031976748,0.0,0.0,0.020020369,0.020862507,0.018907221,0.020636113,0.013269513,0.008268488,0.12811093,0.103976712,0.054044228,0.051735364,0.005501781,0.005382018,0.010997721,0.010878965,0.0,0.0,0.019198192,0.013373132,0.013942629,0.016225878,0.013658768,0.014534717,0.044892449,0.047941249,1.12e-08,0.04232404,0.133145493,-0.015259807,-0.011136197,0.084140994,-0.000939209,0.062070232,0.084184676,0.005234331
